Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,Alley,MoSold,YrSold,SaleType,SaleCondition,Exterior1st,Exterior2nd,Utilities,SalePrice
135,120,RL,81.0,8689.0,OldTown,Reg,Mod,9,3,1961,1998,BrkFace,0.0,Gd,Gd,TA,TA,Av,Unf,224,594,1640,Ex,Y,FuseA,1906,0,2166,0,1,1,1,2,Gd,7,Mod,0,Gd,Attchd,1995.0,Fin,0,843,TA,TA,Y,36,163,45,0,1,0,,MnPrv,,,1,2009,WD,Normal,VinylSd,VinylSd,AllPub,243899.0
136,120,RM,88.0,10318.0,Somerst,Reg,Mod,8,3,1971,1960,BrkFace,100.0,Gd,Fa,TA,TA,Av,GLQ,1174,101,204,Ex,Y,SBrkr,1886,600,4163,1,0,1,0,4,TA,4,Typ,1,TA,Attchd,2005.0,Fin,2,22,TA,TA,Y,13,173,98,0,121,500,,,,,4,2009,WD,Normal,VinylSd,HdBoard,AllPub,323158.0
137,20,RM,79.0,7420.0,CollgCr,IR2,Gtl,6,6,1954,1963,BrkFace,0.0,Fa,Fa,Ex,TA,Gd,Unf,923,675,1354,Ex,Y,SBrkr,1884,600,2604,1,1,2,1,5,TA,10,Min1,1,Gd,,1995.0,Fin,0,895,TA,TA,Y,357,17,119,0,139,0,,MnPrv,,,12,2009,WD,Normal,VinylSd,HdBoard,AllPub,216289.0
138,60,RL,77.0,12841.0,CollgCr,IR1,Gtl,8,6,1985,2000,BrkFace,0.0,Ex,Fa,Ex,TA,No,Unf,376,835,338,TA,Y,SBrkr,1281,600,1113,0,1,3,0,5,TA,10,Min1,0,Gd,Attchd,,,0,301,TA,TA,P,142,170,85,0,22,0,,MnPrv,,,1,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,163420.0
139,70,RL,79.0,9350.0,Somerst,Reg,Gtl,8,3,1978,1959,BrkFace,0.0,Fa,TA,Gd,TA,No,Unf,361,659,363,Ex,Y,SBrkr,997,900,4430,0,1,2,0,2,Gd,6,Typ,1,,,1980.0,Fin,1,564,TA,Gd,Y,130,88,38,0,62,0,,,,,3,2009,WD,Normal,VinylSd,Wd Sdng,AllPub,303238.0
140,20,RL,65.0,12789.0,OldTown,IR1,Sev,7,7,1915,1965,Stone,,Gd,TA,TA,TA,Av,Unf,273,160,761,Gd,N,,920,900,4248,0,1,2,0,5,TA,5,Min1,0,Gd,Attchd,1980.0,RFn,0,409,TA,TA,Y,396,0,148,0,72,0,,,,,1,2010,WD,Normal,VinylSd,VinylSd,AllPub,315671.0
141,70,RL,94.0,10960.0,Somerst,IR1,Sev,9,3,1962,1968,BrkFace,100.0,TA,Fa,TA,TA,Av,GLQ,520,747,737,TA,Y,SBrkr,516,1200,2478,0,0,3,0,2,TA,10,Mod,1,Gd,Attchd,1995.0,Unf,3,811,Gd,TA,Y,32,169,41,0,2,500,,,,,11,2008,WD,Normal,Wd Sdng,Wd Sdng,AllPub,259216.0
142,70,RM,63.0,9410.0,CollgCr,IR1,Mod,3,6,1909,1986,BrkFace,100.0,Ex,Gd,TA,,No,Unf,622,64,1303,Ex,Y,SBrkr,2052,600,1410,0,0,3,1,1,TA,5,Typ,0,TA,Attchd,2005.0,Unf,1,268,TA,TA,Y,138,253,198,0,92,0,,,,Grvl,11,2009,WD,Normal,HdBoard,HdBoard,AllPub,142961.0
143,120,RM,41.0,7758.0,CollgCr,Reg,Sev,9,5,1997,1998,Stone,0.0,Ex,Gd,TA,TA,Gd,Unf,660,300,789,Gd,Y,SBrkr,1110,1200,2642,0,1,1,0,3,Ex,3,Typ,1,,Detchd,1995.0,Fin,3,299,TA,TA,Y,114,55,26,0,139,0,,,,,7,2008,WD,Normal,HdBoard,VinylSd,AllPub,264050.0
144,120,RL,87.0,9040.0,NAmes,Reg,Mod,10,8,1926,1991,,0.0,TA,TA,Ex,TA,No,Unf,91,567,1374,TA,Y,SBrkr,2095,0,2667,0,0,2,0,1,Gd,3,Typ,0,TA,Detchd,1995.0,Fin,1,51,TA,TA,Y,319,242,179,0,44,500,,,,,4,2009,New,Normal,VinylSd,VinylSd,AllPub,316344.0
145,60,RL,107.0,11480.0,Somerst,IR2,Mod,7,4,1980,1985,BrkFace,200.0,Gd,Fa,TA,TA,Gd,Unf,201,462,1890,Ex,Y,SBrkr,1838,900,3930,1,1,1,0,2,TA,3,Min1,0,,,2005.0,Unf,0,134,Gd,TA,Y,215,75,184,0,89,0,,,,,7,2010,WD,Partial,VinylSd,HdBoard,AllPub,310794.0
146,60,RL,51.0,11040.0,CollgCr,IR2,Gtl,3,6,1916,1968,,0.0,Gd,Fa,TA,TA,Mn,Unf,164,744,235,Gd,Y,SBrkr,2032,900,1146,1,1,1,1,5,TA,10,Mod,1,Gd,Attchd,1995.0,,1,812,TA,TA,Y,14,284,51,0,17,0,,,,,10,2008,WD,Normal,VinylSd,HdBoard,AllPub,77328.0
147,60,RL,68.0,6256.0,NAmes,IR2,Gtl,9,3,1912,1967,BrkFace,0.0,Gd,TA,Gd,Gd,No,GLQ,799,457,921,TA,Y,SBrkr,579,1200,3370,0,0,3,0,4,Gd,8,Mod,2,Gd,Detchd,1995.0,Unf,3,804,TA,TA,Y,285,264,195,0,47,0,,,,,7,2009,WD,Normal,HdBoard,HdBoard,AllPub,300899.0
148,120,RL,56.0,12182.0,Somerst,Reg,Mod,7,5,1926,1957,Stone,0.0,TA,Fa,,TA,Mn,Unf,873,1,839,Gd,Y,SBrkr,2089,600,3451,1,1,2,1,5,Ex,3,Mod,2,TA,Detchd,2005.0,Unf,1,762,TA,TA,Y,25,155,196,0,37,0,,,Shed,,6,2008,WD,Partial,Wd Sdng,VinylSd,AllPub,270517.0
149,20,RL,62.0,8399.0,CollgCr,Reg,Gtl,3,7,1928,1992,Stone,0.0,TA,TA,Ex,TA,No,GLQ,52,533,1261,Ex,Y,SBrkr,638,0,3576,1,0,3,0,2,Gd,7,Mod,2,,Detchd,2005.0,Unf,3,346,TA,,Y,151,239,9,0,107,500,,,,,10,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,302953.0
150,60,,71.0,11437.0,OldTown,Reg,Mod,6,4,2001,1959,Stone,0.0,TA,Gd,Gd,TA,Gd,Unf,716,315,232,Ex,Y,SBrkr,634,600,3684,1,0,1,0,2,TA,3,Min1,0,,Attchd,1995.0,Unf,3,258,TA,Gd,Y,88,150,18,0,102,0,,,,,8,2007,WD,Normal,HdBoard,VinylSd,AllPub,279212.0
151,20,FV,45.0,7264.0,Somerst,IR2,Gtl,3,8,2008,1984,Stone,200.0,TA,TA,TA,,Gd,GLQ,56,117,504,Gd,Y,SBrkr,960,900,2556,0,0,1,0,4,TA,9,Mod,0,TA,Attchd,2005.0,Fin,0,195,TA,TA,Y,75,2,52,0,72,0,,MnPrv,,,6,2006,WD,Normal,VinylSd,VinylSd,AllPub,213073.0
152,60,RL,64.0,10844.0,NAmes,IR1,Mod,5,6,1999,1958,BrkFace,200.0,Fa,Gd,Gd,TA,No,GLQ,479,132,374,Ex,Y,SBrkr,1825,600,3403,0,1,3,0,5,Ex,10,Mod,2,TA,Detchd,1995.0,RFn,2,70,TA,TA,P,140,1,17,0,60,0,,,,,7,2006,WD,Normal,VinylSd,VinylSd,AllPub,263681.0
153,120,RL,41.0,7052.0,Somerst,IR1,Mod,7,6,1914,1996,Stone,0.0,Ex,Fa,Ex,,,ALQ,97,351,317,Ex,Y,SBrkr,1946,600,1900,1,0,3,0,2,TA,3,Typ,0,,Attchd,2005.0,Fin,3,752,TA,TA,Y,264,218,185,0,117,500,,,,,3,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,213174.0
154,70,RL,59.0,9310.0,OldTown,IR2,Sev,10,7,1967,1979,,100.0,Gd,TA,TA,,No,Unf,707,542,462,Ex,Y,SBrkr,1304,0,1219,0,1,1,0,4,Gd,11,Min1,0,,Detchd,,RFn,1,425,TA,Gd,Y,22,167,10,0,34,500,,,,,12,2009,WD,Normal,VinylSd,Wd Sdng,AllPub,219090.0
155,60,RL,46.0,8189.0,OldTown,IR1,Sev,10,8,1975,1994,BrkFace,0.0,Fa,Fa,Gd,TA,No,GLQ,1159,69,343,TA,Y,SBrkr,671,600,4484,1,1,2,1,4,,11,Typ,2,,,1995.0,RFn,1,130,TA,Gd,Y,62,221,66,0,122,0,,,,,5,2009,WD,Normal,Wd Sdng,VinylSd,AllPub,379968.0
156,120,RL,49.0,8220.0,OldTown,Reg,Mod,5,5,1999,1970,,200.0,TA,Fa,Gd,TA,,GLQ,372,775,1872,Gd,Y,SBrkr,1150,600,2174,1,1,3,1,2,Gd,7,Typ,1,Gd,Attchd,1980.0,RFn,1,363,TA,,Y,288,163,186,0,79,0,,,,,4,2010,WD,Normal,HdBoard,HdBoard,AllPub,244302.0
157,70,RM,36.0,7555.0,OldTown,Reg,Gtl,5,5,1909,1962,BrkFace,0.0,TA,TA,Ex,TA,No,Unf,208,81,705,Gd,Y,SBrkr,508,0,1234,0,1,3,1,1,Gd,11,Typ,1,Gd,,2005.0,Fin,2,730,TA,TA,Y,153,57,114,0,142,500,,,,Grvl,6,2010,WD,Normal,VinylSd,HdBoard,AllPub,124546.0
158,120,FV,94.0,8552.0,Somerst,IR2,Gtl,7,8,1932,1959,,200.0,Gd,Gd,TA,TA,,GLQ,724,570,558,Gd,Y,FuseA,1700,0,3658,0,1,2,1,4,Gd,6,Typ,0,,Detchd,1980.0,Fin,1,381,TA,TA,Y,317,108,9,0,128,500,,,,,6,2007,WD,Normal,HdBoard,VinylSd,AllPub,282012.0
159,20,RL,80.0,5312.0,Somerst,IR1,Gtl,8,6,1996,1993,BrkFace,,TA,Fa,TA,TA,No,GLQ,683,515,899,Ex,Y,SBrkr,2143,600,4123,0,0,1,0,3,Gd,4,Mod,1,,Attchd,1995.0,RFn,2,631,Gd,TA,Y,158,213,141,0,104,500,,MnPrv,Shed,,4,2006,WD,Normal,VinylSd,Wd Sdng,AllPub,327295.0
160,60,RL,32.0,11649.0,OldTown,Reg,Gtl,4,7,1910,2004,BrkFace,200.0,Gd,Gd,TA,TA,Gd,Unf,692,260,382,Gd,Y,SBrkr,962,900,2090,1,1,3,1,3,TA,9,Typ,2,TA,Attchd,2005.0,,3,460,TA,,Y,25,62,39,0,96,0,,,,,5,2007,WD,Normal,VinylSd,VinylSd,AllPub,206737.0
161,120,RM,58.0,11950.0,NAmes,IR2,Sev,6,5,1950,1956,,0.0,Ex,Gd,TA,TA,No,GLQ,529,995,528,TA,Y,SBrkr,805,600,4505,0,1,2,0,1,Ex,10,Min1,0,TA,Detchd,1980.0,Unf,0,513,TA,TA,Y,134,131,191,0,83,0,,,,,3,2008,WD,Normal,VinylSd,Wd Sdng,AllPub,287863.0
162,120,RL,57.0,7841.0,NAmes,Reg,Gtl,3,6,1940,1965,,0.0,Gd,Gd,Gd,Gd,,ALQ,792,246,1966,TA,Y,SBrkr,883,600,1064,0,0,1,0,2,TA,4,Typ,0,,Attchd,1995.0,Fin,1,432,Gd,TA,Y,16,195,198,0,61,0,,,,,11,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,158661.0
163,60,RL,56.0,5920.0,OldTown,IR2,Mod,8,3,1981,1982,Stone,,Fa,TA,Ex,TA,No,ALQ,1118,802,649,Ex,Y,SBrkr,1384,0,2445,0,1,3,1,5,TA,10,Typ,1,TA,Attchd,2005.0,Fin,2,863,,TA,Y,313,14,87,0,11,500,,,,Grvl,5,2007,WD,Normal,Wd Sdng,VinylSd,AllPub,262305.0
164,60,RL,41.0,7376.0,Somerst,IR2,Mod,9,4,1996,1950,BrkFace,,Gd,Fa,TA,Gd,,GLQ,62,654,1386,Ex,Y,SBrkr,813,1200,2759,1,1,1,1,2,Gd,3,Min1,0,,Attchd,2005.0,RFn,0,479,Gd,TA,Y,257,109,194,0,34,500,,,,,9,2007,WD,Normal,HdBoard,HdBoard,AllPub,276307.0
165,60,RL,85.0,11900.0,NAmes,Reg,Sev,7,7,1907,1984,,,Ex,TA,TA,TA,Mn,Unf,380,364,1806,Gd,Y,SBrkr,605,900,1815,1,0,1,1,5,TA,5,Min1,1,,,,Fin,2,570,Gd,TA,Y,331,99,91,0,8,0,,,,,5,2007,WD,Abnorml,Wd Sdng,HdBoard,AllPub,220107.0
166,70,RL,62.0,10804.0,CollgCr,IR1,Gtl,4,8,1903,1969,BrkFace,0.0,TA,Fa,Gd,Gd,Av,ALQ,841,834,863,Gd,Y,SBrkr,1180,600,3074,0,1,1,0,3,TA,9,Typ,1,,Attchd,1995.0,RFn,3,897,TA,TA,Y,249,157,127,0,3,0,,,,,5,2009,WD,Normal,VinylSd,HdBoard,AllPub,259744.0
167,20,RL,79.0,8184.0,NAmes,Reg,Mod,6,5,1943,1984,BrkFace,0.0,Gd,Fa,Gd,TA,Av,ALQ,911,996,977,Ex,Y,SBrkr,642,1200,1415,1,1,3,1,4,Gd,4,Typ,0,Gd,,1980.0,RFn,2,596,TA,Gd,Y,122,240,178,0,66,0,,,,,8,2006,New,Normal,VinylSd,Wd Sdng,AllPub,174547.0
168,120,RL,81.0,11722.0,OldTown,IR1,Gtl,4,4,1996,1965,Stone,0.0,Gd,Gd,Gd,Gd,Av,Unf,612,558,1912,TA,Y,SBrkr,2063,1200,4284,0,1,3,1,3,Gd,11,Min1,0,TA,Detchd,2005.0,RFn,1,477,TA,TA,Y,342,111,99,0,133,0,,,,,2,2007,WD,Normal,HdBoard,VinylSd,AllPub,341816.0
169,20,FV,98.0,6552.0,Somerst,IR2,Gtl,8,5,1973,1957,BrkFace,0.0,Fa,Fa,TA,Gd,No,Unf,1072,273,889,TA,Y,SBrkr,1893,0,4427,1,0,3,1,3,TA,11,Min1,0,,Detchd,1995.0,RFn,1,265,TA,TA,N,126,184,104,0,117,500,,,,,5,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,367581.0
170,60,RL,34.0,7452.0,OldTown,IR2,Gtl,8,5,1950,1974,Stone,0.0,Ex,Gd,Ex,TA,Av,GLQ,1112,648,1721,Ex,Y,FuseA,1872,0,1267,1,0,2,1,4,TA,8,Min1,0,,Attchd,2005.0,RFn,1,251,TA,TA,Y,265,46,27,0,29,500,,,,,3,2010,WD,Normal,HdBoard,HdBoard,AllPub,209265.0
171,60,RL,105.0,10326.0,Somerst,IR1,Gtl,5,6,1977,1951,BrkFace,0.0,Fa,Gd,Gd,Gd,Mn,ALQ,917,348,130,TA,Y,SBrkr,849,600,805,1,1,1,1,5,Gd,7,Mod,0,,,1980.0,RFn,1,705,TA,TA,Y,213,195,190,0,4,500,,,,,1,2008,WD,Normal,VinylSd,VinylSd,AllPub,129307.0
172,70,RL,95.0,8701.0,Somerst,IR1,Mod,4,5,1981,1964,BrkFace,,Ex,Fa,Ex,Gd,,Unf,1011,445,1860,Gd,Y,,1248,1200,4524,1,0,2,1,3,TA,11,Min1,2,Gd,Detchd,,Unf,3,592,TA,TA,Y,319,11,130,0,79,0,,,,,12,2010,WD,Abnorml,HdBoard,Wd Sdng,AllPub,345472.0
173,70,RL,81.0,7504.0,OldTown,IR1,Sev,3,3,1991,1990,BrkFace,,Fa,TA,TA,Gd,Av,Unf,1073,638,1770,Gd,Y,SBrkr,1876,1200,3613,0,0,2,0,3,TA,7,Min1,1,,Attchd,1980.0,RFn,2,8,TA,TA,Y,157,14,120,0,81,500,,,,,8,2007,WD,Normal,Wd Sdng,Wd Sdng,AllPub,265867.0
174,70,RM,118.0,4215.0,Somerst,IR2,Gtl,9,5,1957,1970,,0.0,Gd,TA,Gd,Gd,No,GLQ,589,630,1279,Ex,Y,SBrkr,1764,0,885,0,0,2,0,5,TA,11,Mod,2,Gd,Detchd,1980.0,RFn,1,280,TA,TA,Y,179,7,33,0,142,0,,,,Grvl,5,2008,WD,Normal,Wd Sdng,Wd Sdng,AllPub,174903.0
175,120,RL,74.0,10953.0,NAmes,Reg,Gtl,4,6,1929,1963,BrkFace,0.0,TA,TA,TA,TA,Av,Unf,349,707,1574,TA,Y,SBrkr,1236,1200,834,0,0,1,1,5,TA,5,Min1,0,Gd,Attchd,2005.0,Unf,3,289,TA,TA,Y,106,199,69,0,40,0,,,,,6,2010,WD,Partial,VinylSd,VinylSd,AllPub,168257.0
176,120,RM,86.0,9869.0,CollgCr,Reg,Gtl,3,5,1909,1983,BrkFace,200.0,Gd,Gd,TA,TA,No,ALQ,761,967,508,TA,Y,SBrkr,1713,0,2859,1,0,3,0,1,Ex,5,Mod,1,TA,Detchd,2005.0,Unf,2,30,TA,TA,Y,239,288,93,0,73,0,,,,,2,2008,WD,Normal,HdBoard,HdBoard,AllPub,190505.0
177,20,RL,55.0,5309.0,NAmes,Reg,Mod,9,8,2000,1963,,0.0,TA,TA,Ex,TA,Gd,Unf,245,362,872,Ex,N,SBrkr,931,0,3233,0,1,1,1,4,Gd,11,Typ,2,,Attchd,1980.0,Unf,2,53,TA,TA,Y,194,276,55,0,142,0,,,Shed,,5,2009,WD,Normal,VinylSd,Wd Sdng,AllPub,321455.0
178,20,RL,93.0,10722.0,NAmes,IR1,Gtl,3,7,1980,1954,,0.0,TA,Fa,TA,TA,No,ALQ,560,806,1638,Ex,Y,SBrkr,545,900,3030,1,0,1,1,2,Gd,8,Min1,0,,Attchd,1980.0,Unf,3,74,Gd,TA,Y,184,191,14,0,103,0,,MnPrv,,,12,2007,WD,Normal,Wd Sdng,VinylSd,AllPub,283496.0
179,20,RL,73.0,8917.0,CollgCr,Reg,Sev,7,3,1979,1974,BrkFace,,Ex,Gd,Ex,Gd,No,GLQ,142,644,1198,Gd,Y,SBrkr,1921,600,607,0,0,1,0,3,Ex,10,Min1,0,,Attchd,,Unf,1,452,TA,TA,Y,381,24,23,0,146,0,,,,,11,2010,WD,Normal,HdBoard,Wd Sdng,AllPub,155671.0
180,70,RL,61.0,9737.0,OldTown,Reg,Gtl,6,7,1914,1954,BrkFace,200.0,Gd,Gd,Gd,TA,No,GLQ,727,8,1646,Gd,Y,FuseA,1727,600,2013,1,1,3,0,3,TA,6,Min1,1,,Detchd,1980.0,RFn,0,886,TA,TA,Y,136,209,29,0,6,0,,,,,2,2010,WD,Normal,VinylSd,VinylSd,AllPub,201750.0
181,120,RL,112.0,11891.0,OldTown,IR1,Gtl,6,7,1942,2005,Stone,0.0,Fa,TA,TA,TA,Mn,ALQ,773,600,1478,Ex,Y,SBrkr,1512,900,1690,1,0,2,0,5,TA,5,Min1,2,,Attchd,,Unf,3,760,TA,TA,Y,234,183,145,0,74,500,,,,,4,2006,WD,Normal,VinylSd,VinylSd,AllPub,210906.0
182,120,RL,64.0,7173.0,NAmes,Reg,Gtl,9,3,2003,1965,Stone,0.0,Fa,TA,Gd,TA,No,GLQ,364,533,1305,Ex,Y,SBrkr,898,0,3472,0,0,2,1,2,TA,9,Min1,2,,Detchd,1995.0,Unf,2,842,TA,TA,N,353,198,36,0,99,0,,,,,6,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,337980.0
183,70,FV,70.0,11093.0,CollgCr,IR1,Sev,9,7,1915,1989,,0.0,Fa,TA,TA,TA,Mn,Unf,1044,941,1717,TA,Y,SBrkr,2050,600,3021,1,0,2,0,4,TA,9,Typ,0,TA,Attchd,2005.0,Fin,0,115,TA,TA,N,214,285,12,0,22,0,,MnPrv,,,10,2006,,Normal,VinylSd,HdBoard,AllPub,309578.0
184,120,RL,66.0,10995.0,NAmes,IR1,Gtl,4,3,1956,1976,BrkFace,0.0,TA,Gd,Gd,Gd,,Unf,602,511,1954,Gd,Y,SBrkr,1604,1200,1609,0,1,3,0,2,Gd,3,Mod,0,TA,Attchd,2005.0,RFn,2,48,TA,,Y,68,253,2,0,49,0,,MnPrv,,,1,2006,WD,Abnorml,Wd Sdng,VinylSd,AllPub,222677.0
185,120,RM,55.0,11254.0,CollgCr,IR2,Mod,7,7,1911,1982,,0.0,Fa,Fa,TA,TA,No,,117,443,440,Ex,Y,,997,900,2858,0,0,1,0,3,TA,7,Min1,0,,Attchd,1980.0,Fin,2,796,TA,TA,Y,190,26,165,0,37,0,,,,,12,2009,WD,Partial,VinylSd,VinylSd,AllPub,259362.0
186,20,RM,81.0,14629.0,NAmes,IR1,Sev,3,5,1970,1982,BrkFace,0.0,TA,Fa,TA,TA,No,GLQ,35,85,811,TA,Y,SBrkr,993,900,4493,0,0,3,0,1,Gd,10,Min1,1,Gd,Detchd,2005.0,RFn,3,607,TA,TA,Y,284,100,97,0,126,0,,MnPrv,,,1,2006,WD,Normal,VinylSd,VinylSd,AllPub,288621.0
187,20,RL,85.0,10912.0,Somerst,IR2,Mod,3,8,2007,1999,BrkFace,200.0,Fa,Fa,TA,TA,Gd,ALQ,436,526,1074,Gd,Y,SBrkr,976,900,2137,1,1,2,0,3,TA,7,Typ,2,,Detchd,1995.0,Fin,3,789,TA,TA,Y,72,156,159,0,52,0,,,,,6,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,220662.0
188,120,RL,77.0,7567.0,OldTown,IR1,Gtl,6,8,1901,1968,BrkFace,200.0,Ex,TA,TA,TA,No,Unf,669,824,779,Ex,Y,SBrkr,1557,1200,970,0,0,1,1,5,Ex,9,Mod,2,Gd,Detchd,1980.0,Fin,3,214,TA,TA,Y,226,221,76,0,30,0,,MnPrv,,,6,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,184907.0
189,20,RM,23.0,15360.0,NAmes,IR1,Gtl,6,3,1937,1976,BrkFace,100.0,TA,Fa,TA,,No,ALQ,1087,864,1049,Ex,Y,SBrkr,773,1200,4175,0,1,2,1,4,Gd,10,Mod,2,,Attchd,2005.0,RFn,0,849,TA,TA,Y,395,18,24,0,100,0,,,,,5,2010,WD,Normal,HdBoard,HdBoard,AllPub,344637.0
190,120,RL,90.0,6424.0,Somerst,Reg,Sev,6,7,1915,1951,,0.0,Ex,Fa,Gd,TA,No,Unf,566,429,1764,Gd,Y,FuseA,2192,0,2018,1,1,2,1,2,TA,8,Mod,2,,,2005.0,Unf,3,236,TA,TA,Y,394,179,117,0,18,0,,MnPrv,,,11,2009,WD,Normal,VinylSd,HdBoard,AllPub,258290.0
191,120,RM,63.0,7795.0,OldTown,IR2,Mod,7,4,2002,1963,BrkFace,100.0,Fa,Fa,Gd,Gd,No,Unf,759,331,212,TA,Y,SBrkr,1071,600,2999,0,1,1,0,2,TA,6,Mod,0,,Detchd,1995.0,RFn,0,682,TA,TA,Y,294,250,61,0,60,0,,,,,1,2008,WD,Normal,HdBoard,HdBoard,AllPub,255310.0
192,120,RM,46.0,6705.0,NAmes,IR1,Sev,6,6,1989,2004,Stone,0.0,Gd,Fa,Ex,TA,No,Unf,283,699,694,TA,Y,SBrkr,898,0,1098,0,0,1,0,3,TA,10,Typ,0,,Detchd,1995.0,Fin,3,837,TA,TA,N,293,212,181,0,60,0,,,,,10,2010,WD,Normal,HdBoard,HdBoard,AllPub,202399.0
193,60,RL,82.0,8683.0,OldTown,Reg,Gtl,4,5,1999,1974,BrkFace,,Gd,Fa,Gd,TA,No,GLQ,18,788,1180,Gd,Y,SBrkr,1527,1200,2023,0,1,3,0,1,Ex,5,Typ,1,,Detchd,,Fin,3,128,TA,TA,Y,375,209,1,0,125,500,,,,,4,2010,WD,Normal,HdBoard,HdBoard,AllPub,223478.0
194,20,FV,81.0,12390.0,CollgCr,Reg,Sev,4,5,1906,1967,,,TA,Gd,Gd,TA,Av,GLQ,994,259,1939,Ex,Y,SBrkr,1326,0,2362,0,0,3,0,4,TA,8,Typ,2,,Detchd,2005.0,RFn,1,158,TA,TA,Y,108,224,49,0,64,0,,MnPrv,,,11,2009,WD,Normal,HdBoard,HdBoard,AllPub,223403.0
195,70,RM,49.0,13218.0,NAmes,Reg,Gtl,4,7,2005,2001,Stone,100.0,Gd,Gd,Ex,,No,Unf,1053,475,1605,TA,Y,SBrkr,831,900,3846,1,0,3,0,3,TA,3,Mod,1,,Attchd,1980.0,Unf,0,242,TA,TA,Y,82,161,79,0,56,0,,,,,12,2006,WD,Abnorml,VinylSd,Wd Sdng,AllPub,267509.0
196,120,RL,119.0,10291.0,CollgCr,IR2,Sev,8,7,1904,1980,BrkFace,0.0,Ex,TA,Ex,TA,No,Unf,985,947,1806,TA,Y,SBrkr,1790,0,4375,1,0,2,1,5,TA,10,Min1,2,Gd,,1995.0,Unf,3,704,,,Y,154,255,127,0,88,500,,,,,6,2010,WD,Normal,HdBoard,HdBoard,AllPub,361256.0
197,60,RM,46.0,7459.0,NAmes,IR1,Mod,9,5,1986,1988,BrkFace,0.0,Ex,TA,TA,TA,No,GLQ,309,193,376,Gd,Y,SBrkr,1927,900,3472,1,0,1,0,5,Gd,6,Min1,2,,Attchd,1995.0,Fin,2,852,,Gd,Y,107,271,151,0,68,0,,,,,10,2008,WD,Normal,Wd Sdng,Wd Sdng,AllPub,289280.0
198,120,RL,35.0,7585.0,Somerst,IR1,Gtl,9,3,1909,1955,Stone,0.0,Fa,Fa,Ex,TA,Av,ALQ,581,335,1340,Ex,Y,SBrkr,1112,1200,4433,1,0,1,0,4,Gd,3,Typ,0,,Attchd,1980.0,RFn,1,233,TA,TA,Y,263,92,68,0,113,0,,,,,3,2008,WD,Abnorml,VinylSd,Wd Sdng,AllPub,341991.0
199,60,RL,47.0,7473.0,NAmes,IR1,Mod,8,7,1959,1992,Stone,0.0,TA,Gd,Gd,,No,ALQ,505,786,1538,TA,Y,FuseA,1259,1200,1262,1,0,3,0,2,TA,9,Mod,0,,,1995.0,Fin,1,281,TA,,Y,288,128,133,0,7,500,,,,,2,2008,WD,Normal,VinylSd,VinylSd,AllPub,218017.0
200,120,RL,98.0,11919.0,OldTown,IR2,Sev,6,6,1919,1958,BrkFace,200.0,Gd,Gd,Gd,TA,No,Unf,1172,672,1810,Ex,Y,SBrkr,1693,600,1579,1,1,3,1,5,TA,7,Min1,0,TA,Attchd,1980.0,Unf,3,225,TA,Gd,Y,300,243,132,0,118,0,,,,,11,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,205587.0
201,20,RL,66.0,6823.0,OldTown,IR1,Mod,5,6,1902,1954,Stone,0.0,Gd,TA,Ex,TA,No,Unf,887,892,1536,Gd,Y,SBrkr,858,0,3796,1,1,2,1,3,Gd,3,Mod,1,,Attchd,1980.0,Unf,3,122,TA,TA,Y,379,287,76,0,38,0,,,,,9,2010,WD,Normal,HdBoard,HdBoard,AllPub,305788.0
202,60,FV,63.0,11607.0,CollgCr,IR2,Sev,10,7,1982,1991,,200.0,Fa,Fa,Ex,TA,No,Unf,555,358,295,TA,Y,SBrkr,2032,0,1136,1,0,2,1,3,Gd,3,Typ,1,Gd,Detchd,1980.0,,1,270,,TA,Y,68,28,62,0,106,500,,,,,9,2009,WD,Normal,VinylSd,VinylSd,AllPub,212260.0
